s01a_s.txt,0
s01b_s.txt,0
s01c_s.txt,0
s02a_s.txt,0
s02b_s.txt,0
s02c_s.txt,0
s03a_s.txt,0
s03b_s.txt,1
s03c_s.txt,0
s04a_s.txt,0
s04b_s.txt,0
s04c_s.txt,0
s05a_s.txt,1
s05b_s.txt,0
s05c_s.txt,0
s06a_s.txt,0
s06b_s.txt,0
s06c_s.txt,0
s07a_s.txt,1
s07b_s.txt,6
s07c_s.txt,1
s08a_s.txt,0
s08b_s.txt,2
s08c_s.txt,0
s09a_s.txt,1
s09b_s.txt,9
s09c_s.txt,13
s10a_s.txt,0
s10b_s.txt,0
s10c_s.txt,0
s11a_s.txt,1
s11b_s.txt,2
s11c_s.txt,0
s12a_s.txt,0
s12b_s.txt,1
s12c_s.txt,0
s13a_s.txt,0
s13b_s.txt,0
s13c_s.txt,0
s14a_s.txt,0
s14b_s.txt,0
s14c_s.txt,0
s15a_s.txt,2
s15b_s.txt,1
s15c_s.txt,7
s16_s.txt,1
s17_s.txt,30
test_s.txt,0
test_s.txt,0
s01a_s.txt,0
s01b_s.txt,0
s01c_s.txt,1
s02a_s.txt,0
s02b_s.txt,0
s02c_s.txt,0
s03a_s.txt,0
s03b_s.txt,0
s03c_s.txt,0
s04a_s.txt,1
s04b_s.txt,0
s04c_s.txt,0
s05a_s.txt,0
s05b_s.txt,0
s05c_s.txt,1
s06a_s.txt,0
s06b_s.txt,0
s06c_s.txt,0
s07a_s.txt,1
s07b_s.txt,7
s07c_s.txt,0
s08a_s.txt,1
s08b_s.txt,1
s08c_s.txt,0
s09a_s.txt,2
s09b_s.txt,10
s09c_s.txt,18
s10a_s.txt,0
s10b_s.txt,0
s10c_s.txt,0
s11a_s.txt,1
s11b_s.txt,2
s11c_s.txt,0
s12a_s.txt,0
s12b_s.txt,1
s12c_s.txt,0
s13a_s.txt,0
s13b_s.txt,0
s13c_s.txt,0
s14a_s.txt,0
s14b_s.txt,0
s14c_s.txt,0
s15a_s.txt,2
s15b_s.txt,1
s15c_s.txt,8
s16_s.txt,0
s17_s.txt,38
test_s.txt,0
